id,name,calories,carbs,fat,restaurant_id,category_id
1200,Caribbean Salad w/ Grilled Chicken,610,65,25,12,11
1201,Caribbean Salad w/ Grilled Shrimp,620,66,31,12,11
1202,"Cheese, American",70,1,6,12,3
1203,"Cheese, Cheddar",80,0,7,12,3
1204,"Cheese, Provolone",80,0,6,12,3
1205,"Cheese, Swiss",80,1,6,12,3
1206,Cheesecake,710,68,42,12,4
1207,Chicken & Green Chile Soup,200,21,7,12,14
1208,Chicken & Green Chile Soup,100,11,4,12,14
1209,Chicken Caesar Salad,650,26,44,12,11
1210,Chicken Club Tacos,1260,120,60,12,26
1211,Chicken Crispers® w/ Honey Mustard,1350,129,68,12,8
1212,Chicken Enchilada,400,23,25,12,14
1213,Chicken Enchilada Soup,400,23,25,12,14
1214,Chicken Enchilada Soup,200,11,13,12,14
1215,Chicken Fajitas – w/o Tortillas and Condiments,360,24,10,12,28
1216,Chili’s Terlingua Chili w/ Toppings,360,17,20,12,14
1217,Chili’s Terlingua Chili w/ Toppings,180,9,10,12,14
1218,Chocolate Chip Paradise Pie,1250,163,64,12,4
1219,Cinnamon Apples,280,48,11,12,3
1220,Classic Bacon Burger w/ fries,1570,125,91,12,7
1221,Classic Nachos (12),1440,81,97,12,10
1222,Classic Nachos (8),980,55,67,12,10
1223,Classic Nachos – Beef (12),1720,86,108,12,10
1224,Classic Nachos – Beef (8),1170,59,74,12,10
1225,Classic Nachos – Chicken (12),1670,83,103,12,10
1226,Classic Nachos – Chicken (8),1140,57,71,12,10
1227,Classic Sirloin,1010,59,60,12,5
1228,Classic Sirloin (Lunch Combo),360,7,18,12,5
1229,Classic Turkey Sandwich w/ fries,1340,138,64,12,12
1230,Classic Turkey Sandwich w/ Fries (Lunch Combo),690,69,34,12,12
1231,Cobb Salad,710,22,52,12,11
1232,Cole Slaw,240,15,20,12,3
1233,Country-Fried Steak,1270,120,71,12,5
1234,Crispy Chicken Crispers® No Dressing,1210,125,57,12,8
1235,Crispy Chicken Tacos,1630,171,78,12,26
1236,Crispy Honey-Chipotle Chicken Crispers® w/ Ranch,1660,196,76,12,8
1237,Crispy Onion String & Jalapeno Stack w/ Ranch,1050,71,81,12,10
1238,Crispy Shrimp Tacos,1500,174,68,12,26
1239,"Dressing, Ancho Chile Ranch",190,3,19,12,3
1240,"Dressing, Avocado Ranch",140,3,14,12,3
1241,"Dressing, Bleu Cheese",240,1,26,12,3
1242,"Dressing, Citrus Balsamic Vinaigrette",250,6,25,12,3
1243,"Dressing, Honey Lime",200,13,17,12,3
1244,"Dressing, Honey Mustard",200,1,22,12,3
1245,"Dressing, Honey Mustard No Fat",70,11,0,12,3
1246,"Dressing, Low Fat Ranch",80,9,5,12,3
1247,"Dressing, Ranch",180,2,19,12,3
1248,Fajita Chicken Sandwich w/ Fries,730,70,38,12,12
1249,Fajita Trio – w/o Tortillas and Condiments,530,30,20,12,28
1250,Fire-Grilled Corn Guacamole w/ Chips,1400,151,84,12,10
1251,Flame-Grilled Ribeye,1570,57,116,12,5
1252,Fried Cheese w/ Marinara Sauce,660,54,35,12,10
1253,Fried Shrimp w/ Cocktail Sauce,270,25,12,12,5
1254,Fried Shrimp w/ Cocktail Sauce,990,108,52,12,9
1255,Frosty Chocolate Shake,690,92,33,12,2
1256,GG Classic Sirloin,370,20,9,12,5
1257,GG Grilled Chicken Sandwich w/ Steamed Broccoli & fries,610,78,13,12,12
1258,GG Salmon w/ Garlic & Herbs,480,37,17,12,9
1259,GG Santa Fe Chicken Wrap w/ Steamed Broccoli & fries,680,80,25,12,12
1260,"Gravy, Black Pepper",30,4,2,12,3
1261,Grilled Chicken Sandwich on White Bun w/ fries,1280,121,63,12,12
1262,Grilled Ham & Swiss Sandwich w/ fries,1360,137,71,12,12
1263,Grilled Ham & Swiss Sandwich w/ Fries (Lunch Combo),680,68,36,12,12
1264,Grilled Salmon w/ Garlic & Herbs,310,1,15,12,5
1265,Grilled Salmon w/ Garlic & Herbs,580,38,28,12,9
1266,Guacamole,45,3,4,12,3
1267,Half Rack of Baby Back Ribs,760,14,49,12,5
1268,Homestyle Fries,380,61,13,12,3
1269,Honey Chipotle Sauce,140,34,0,12,3
1270,Hot Spinach & Artichoke Dip w/ Chips,1610,139,103,12,10
1271,House Salad No Dressing,180,15,11,12,11
1272,Jalapeno Smokehouse Burger w/ Ranch with fries,2210,136,144,12,7
1273,Loaded Baked Potato Soup,210,11,15,12,14
1274,Loaded Baked Potato Soup,410,22,30,12,14
1275,Loaded Mashed Potatoes,390,28,25,12,3
1276,Lunch House Salad No Dressing,90,7,5,12,11
1277,Margarita Grilled Chicken,550,62,14,12,8
1278,Margarita Grilled Chicken (Lunch Combo),260,15,7,12,8
1279,Mashed Potatoes w/ Black Pepper Gravy,280,31,15,12,3
1280,Memphis Dry Rub Ribs,1990,137,111,12,13
1281,Memphis Dry Rub Ribs (1/2 rack),1080,82,57,12,13
1282,Molten Chocolate Cake,1020,144,46,12,4
1283,Monterey Chicken®,890,51,48,12,8
1284,Monterey Chicken® (Lunch Combo),530,13,27,12,8
1285,Mushroom-Swiss Burger w/ fries,1540,126,88,12,7
1286,Oldtimer® Burger w/ fries,1310,128,65,12,7
1287,Original Ribs,2170,137,123,12,13
1288,Original Ribs (1/2 rack),1140,75,63,12,13
1289,Over-The-Top Cobb Salad w/ Avocado Ranch,430,12,33,12,11
1290,Pepper Pals® Cheese Pizza,570,67,24,12,15
1291,Pepper Pals® Cheese Quesadilla,470,42,24,12,15
1292,Pepper Pals® Chocolate Shake,460,61,22,12,15
1293,Pepper Pals® Corn Dog,270,31,14,12,15
1294,Pepper Pals® Crispy Chicken Crispers,380,19,22,12,15
1295,Pepper Pals® Grilled Cheese Sandwich,530,30,42,12,15
1296,Pepper Pals® Grilled Chicken Platter,160,2,4,12,15
1297,Pepper Pals® Grilled Chicken Sandwich,230,21,5,12,15
1298,Pepper Pals® Little Chicken Crispers,340,21,15,12,15
1299,Pepper Pals® Little Mouth Burger,330,23,18,12,15
1300,Pepper Pals® Little Mouth Cheeseburger,400,24,24,12,15
1301,Pepper Pals® Macaroni & Cheese Kraft,500,69,18,12,15
1302,Pepper Pals® Side Celery Sticks w/ Ranch,80,10,5,12,15
1303,Pepper Pals® Side Cinnamon Apples,280,48,11,12,15
1304,Pepper Pals® Side Corn Cob w/o Butter,150,32,2,12,15
1305,Pepper Pals® Side Homestyle Fries,190,30,7,12,15
1306,Pepper Pals® Side Kernel Corn,130,22,2,12,15
1307,Pepper Pals® Side Mandarin Oranges,35,8,0,12,15
1308,Pepper Pals® Side Mashed Potatoes – w/o Gravy,120,14,7,12,15
1309,Pepper Pals® Side Pineapple,35,9,0,12,15
1310,Pepper Pals® Side Rice,190,30,7,12,15
1311,Pepper Pals® Side Salad w/ Low Fat Ranch,130,14,8,12,15
1312,Pepper Pals® Side Steamed Broccoli,30,6,0,12,15
1313,Quesadilla Explosion Salad,1400,90,89,12,11
1314,Ranch Only as served w/ Chips,480,6,50,12,3
1315,Rice,190,30,7,12,3
1316,Salsa Only as served w/ Chips,50,8,0,12,3
1317,Santa Fe Chicken Wrap w/ Ancho-Chile Ranch & fries,1320,126,73,12,12
1318,Shiner Bock® BBQ Burger w/ fries,1680,166,87,12,7
1319,Shiner Bock® BBQ Ribs,2310,168,123,12,13
1320,Shiner Bock® BBQ Ribs (1/2 rack),1200,91,63,12,13
1321,Skillet Queso w/ Chips,1710,147,101,12,10
1322,Sour Cream,60,2,6,12,3
1323,Southern Smokehouse Burger w/ Ancho Chile BBQ & fries,2290,163,139,12,7
1324,Southwestern BLT Sandwich w/ Fries,630,68,33,12,12
1325,Southwestern Eggrolls w/ Avocado Ranch,780,81,41,12,10
1326,Spicy Garlic & Lime Grilled Shrimp,150,4,8,12,5
1327,Steakhouse Sandwich w/ fries,1010,115,45,12,12
1328,Steamed Broccoli,80,6,6,12,3
1329,Sweet Corn,450,31,36,12,14
1330,Sweet Corn,230,16,18,12,14
1331,Sweet Corn on the Cob w/ Butter,200,32,7,12,3
1332,Texas Cheese Fries -1/2 order w/ Chili & Ranch,1350,72,94,12,10
1333,Texas Cheese Fries -1/2 order w/ Ranch,1260,67,89,12,10
1334,Texas Cheese Fries w/ Chili & Ranch,2120,117,144,12,10
1335,Texas Cheese Fries w/ Ranch,1960,109,136,12,10
1336,Triple Dipper™ Big Mouth® Bites w/ Ranch,850,51,58,12,10
1337,Triple Dipper™ Boneless Buffalo Wings w/ Bleu Cheese,810,43,54,12,10
1338,Triple Dipper™ Chicken Crispers® No Dressing,340,21,15,12,10
1339,Triple Dipper™ Fried Cheese w/ Marinara Sauce,390,33,21,12,10
1340,Triple Dipper™ Hot Spinach & Artichoke Dip w/ Chips,1290,128,77,12,10
1341,Triple Dipper™ Southwestern Eggrolls w/ Avocado Ranch,560,54,32,12,10
1342,Triple Dipper™ Wings Over Buffalo® w/ Bleu Cheese,480,5,41,12,10
1343,"Wheat Bun, Plain",360,62,9,12,3
1344,Wings Over Buffalo® w/ Bleu Cheese,690,7,53,12,10
1345,Barbacoa,170,2,7,13,5
1346,Barbacoa,60,1,2,13,5
1347,Black Beans,120,23,1,13,3
1348,Black Beans (side),80,14,0,13,3
1349,Black Beans (taco),40,8,0,13,3
1350,Carnitas,190,1,8,13,5
1351,Carnitas,60,0,2,13,5
1352,Cheese,100,0,8,13,3
1353,Cheese (small quesadilla),100,0,8,13,3
1354,Cheese (taco),35,0,3,13,3
1355,Chicken,190,1,6,13,5
1356,Chicken,60,0,2,13,5
1357,Chips,570,73,27,13,3
1358,Chips,140,18,7,13,3
1359,Cilantro-Lime Rice,130,23,3,13,3
1360,Cilantro-Lime Rice (side),110,19,2,13,3
1361,Cilantro-Lime Rice (taco),40,8,1,13,3
1362,Crispy Taco Shell,60,9,2,13,29
1363,Crispy Taco Shell,60,9,2,13,29
1364,Fajita Vegetables,20,4,0,13,3
1365,Fajita Vegetables,5,1,0,13,3
1366,Flour Tortilla (burrito),290,44,9,13,29
1367,Flour Tortilla (taco),90,13,2,13,29
1368,Flour Tortilla (taco),90,13,2,13,29
1369,Fresh Tomato Salsa,20,4,0,13,3
1370,Fresh Tomato Salsa,5,1,0,13,3
1371,Green Tomatillo Salsa,15,3,0,13,3
1372,Green Tomatillo Salsa,5,1,0,13,3
1373,Guacamole,150,8,13,13,3
1374,Guacamole,50,3,4,13,3
1375,Pinto Beans,120,22,1,13,3
1376,Pinto Beans (side),80,14,0,13,3
1377,Pinto Beans (taco),40,7,0,13,3
1378,Red Tomatillo Salsa,40,8,1,13,3
1379,Red Tomatillo Salsa,15,3,0,13,3
1380,Roasted Chili – Corn Salsa,80,15,1,13,3
1381,Roasted Chili – Corn Salsa,25,5,0,13,3
1382,Romaine Lettuce (salad),10,2,0,13,3
1383,Romaine Lettuce (taco),5,1,0,13,3
1384,Romaine Lettuce (tacos),5,1,0,13,3
1385,Soft Corn Tortilla,60,13,0,13,29
1386,Soft Corn Tortilla,60,13,0,13,29
1387,Sour Cream,120,2,10,13,3
1388,Sour Cream,40,1,3,13,3
1389,Steak,190,2,6,13,5
1390,Steak,60,1,2,13,5
1391,Vinaigrette,260,12,24,13,3
1392,Apple Pie,220,35,8,14,4
1393,Boneless Wing – with Sauce,95,18,5,14,21
1394,Boneless Wing – without Sauce,80,15,5,14,21
1395,Cajun Rice,130,16,7,14,3
1396,Chicken Fried Steak,470,36,28,14,5
1397,Chicken Sandwich with Cheese,500,48,26,14,12
1398,Cole Slaw,150,15,10,14,3
1399,Collard Greens,35,7,0,14,3
1400,Corn,140,24,3,14,3
1401,Double Chicken N Cheese Sandwich,740,63,38,14,12
1402,Fish Fillet (1),190,14,10,14,9
1403,French Fries,140,19,6,14,3
1404,Green Beans,35,7,0,14,3
1405,Honey-Butter Biscuit,240,28,12,14,3
1406,Jalapeño Cheese Bombers® (4),160,20,8,14,3
1407,Jalapeño Pepper,5,1,0,14,3
1408,Livers (6),840,54,42,14,9
1409,Macaroni & Cheese,190,24,7,14,3
1410,Mashed Potatoes & Gravy,110,21,2,14,3
1411,Nuggets (5),160,13,7,14,8
1412,Okra,170,17,11,14,3
1413,Original Breast,200,3,11,14,8
1414,Original Chicken Sandwich,360,35,18,14,12
1415,Original Leg,110,3,6,14,8
1416,Original Thigh,330,8,23,14,8
1417,Original Wing,300,7,18,14,8
1418,Red Beans & Rice,140,37,12,14,3
1419,Shrimp (8),280,24,12,14,9
1420,Southern Style Chicken Sandwich,450,50,16,14,12
1421,Spicy Breast,320,12,20,14,8
1422,Spicy Chicken Sandwich,360,35,18,14,12
1423,Spicy Leg,180,8,11,14,8
1424,Spicy Southern Style Chicken Sandwich,550,50,27,14,12
1425,Spicy Tender Strips™,140,7,7,14,8
1426,Spicy Thigh,480,20,35,14,8
1427,Spicy Wing,430,17,27,14,8
1428,Strawberry Shortcake,500,95,14,14,4
1429,Sweet Corn Nuggets (8),250,30,12,14,3
1430,Sweet Tea – Large,360,90,0,14,1
1431,Sweet Tea – Medium,270,68,0,14,1
1432,Sweet Tea – Small,190,48,0,14,1
1433,Tender Strips™,120,6,6,14,8
1434,Unsweet Tea – Large,0,0,0,14,1
1435,Unsweet Tea – Medium,0,0,0,14,1
1436,Unsweet Tea – Small,0,0,0,14,1
1437,"8-Grain Bagel – LF, VG",330,72,2,15,17
1438,Add Spread – Country Dijon Mustard (Combo),5,0,0,15,12
1439,Add Spread – Mayo (Combo),40,1,4,15,12
1440,All American Scrambler (with Bacon) – G (Egg Whites),190,2,11,15,17
1441,All American Scrambler (with Bacon) – G (Whole Eggs),350,3,27,15,17
1442,All American Scrambler (with Sausage) (Egg Whites),190,6,3,15,17
1443,All American Scrambler (with Sausage) (Whole Eggs),350,7,20,15,17
1444,Anaheim Panini (Egg Whites),470,470,470,15,23
1445,Anaheim Panini (Whole Eggs),550,39,32,15,23
1446,Anaheim Scrambler – G (Egg Whites),410,8,29,15,17
1447,Anaheim Scrambler – G (Whole Eggs),580,10,46,15,17
1448,Apricot Walnut Rugalach – V,240,23,15,15,4
1449,Asian Edamame Salad – V (Side),140,12,8,15,11
1450,Asian Edamame Salad – V (Trio),90,8,5,15,11
1451,Asian Wonton Salad (Café & Combo),270,33,8,15,11
1452,Asian Wonton Salad (Entrée),530,63,16,15,11
1453,Avocado Wedge – VG (Side),280,4,20,15,11
1454,Avocado Wedge – VG (Trio),150,2,10,15,11
1455,"Baby Carrots – LF, VG, G",30,7,0,15,3
1456,"Bacon, 3-slices – G",110,110,110,15,17
1457,Baked French Toast – V,850,138,28,15,17
1458,Baked French Toast w/Bacon & Fresh Fruit,1030,154,39,15,17
1459,Baked French Toast w/Bacon & Scrambled Eggs (Egg Whites),1040,140,39,15,17
1460,Baked French Toast w/Bacon & Scrambled Eggs (Whole Eggs),1200,141,55,15,17
1461,Baked French Toast w/Sausage & Fresh Fruit,1030,158,31,15,17
1462,Baked French Toast w/Sausage & Scrambled Eggs (Egg Whites),1040,144,31,15,17
1463,Baked French Toast w/Sausage & Scrambled Eggs (Whole Eggs),1200,145,48,15,17
1464,"Bakery Chips – VG, G",150,15,9,15,3
1465,Banana – Whole (Kids’ Menu) – G,110,27,0,15,3
1466,Banana Baby Bundt Cake – V,620,81,30,15,4
1467,Banana Muffin – V,530,67,26,15,17
1468,Big Al’s Chili w/Cheddar Cheese (bowl),590,44,28,15,14
1469,Big Al’s Chili w/Cheddar Cheese (cup),390,29,18,15,14
1470,"Blueberry Bagel – LF, VG",340,73,2,15,17
1471,Blueberry Muffin – V,510,70,22,15,17
1472,"Breakfast Potatoes – VG, G",140,140,140,15,17
1473,Brioche Flatbread (slice),330,46,13,15,18
1474,Brioche Flatbread (whole),1320,160,51,15,18
1475,Caesar Salad,230,8,20,15,11
1476,Caesar Salad (Café & Combo),360,12,31,15,11
1477,Caesar Salad (Entrée),710,21,63,15,11
1478,Caesar Salad (side & trio portion),230,8,20,15,11
1479,Caesar Salad w/Roasted Chicken (Café & Combo),420,13,32,15,11
1480,Caesar Salad w/Roasted Chicken (Entrée),820,23,65,15,11
1481,California Grille – V (Combo),305,32,13,15,30
1482,California Grille – V (Whole),610,64,26,15,30
1483,Cappuccino – Nonfat,60,9,0,15,25
1484,Cappuccino – Nonfat,90,12,0,15,25
1485,Cappuccino – Nonfat,120,17,0,15,25
1486,Cappuccino – Whole,100,8,5,15,25
1487,Cappuccino – Whole,140,11,7,15,25
1488,Cappuccino – Whole,190,15,10,15,25
1489,Caramel Latte – Nonfat,320,63,2,15,25
1490,Caramel Latte – Nonfat,410,84,2,15,25
1491,Caramel Latte – Nonfat,540,111,2,15,25
1492,Caramel Latte – Whole,380,61,11,15,25
1493,Caramel Latte – Whole,490,81,13,15,25
1494,Caramel Latte – Whole,650,108,17,15,25
1495,Chai Latte – Nonfat,125,17,0,15,25
1496,Chai Latte – Nonfat,170,23,0,15,25
1497,Chai Latte – Nonfat,210,29,0,15,25
1498,Chai Latte – Whole,200,15,11,15,25
1499,Chai Latte – Whole,270,20,15,15,25
1500,Chai Latte – Whole,340,25,18,15,25
1501,Cheddar Broccoli,190,10,14,15,15
1502,Cheddar Broccoli  (bowl),550,28,41,15,14
1503,Cheddar Broccoli  (cup),370,19,28,15,14
1504,Chicken Apple Sausage Panini (Egg Whites),460,460,460,15,23
1505,Chicken Apple Sausage Panini (Whole Eggs),540,38,24,15,23
1506,"Chicken Apple Sausage, 2-patties",110,110,110,15,17
1507,Chicken Carbonara – (Combo),680,62,33,15,5
1508,Chicken Carbonara – (Combo),340,37,12,15,12
1509,Chicken Carbonara – (Entrée),1190,99,62,15,5
1510,Chicken Carbonara – (Whole),680,74,24,15,12
1511,Chicken Pomodori (Combo),370,35,14,15,30
1512,Chicken Pomodori (Whole),740,70,28,15,30
1513,Chocolate Baby Bundt Cake – V,580,70,30,15,4
1514,Chocolate Chip Cookie – V,300,46,113,15,4
1515,Chocolate Muffin – V,530,62,28,15,17
1516,Chocolate Turtle Baby Bundt Cake – V,760,84,44,15,4
1517,Chopped Salad – G (Café & Combo),400,18,28,15,11
1518,Chopped Salad – G (Entrée),790,33,57,15,11
1519,Ciabatta Ficelle – V,360,65,6,15,18
1520,Cinnamon Creme Cake – Slice (12 slices/cake) – V,770,108,34,15,4
1521,Cinnamon Crumb Muffin – V,650,90,30,15,17
1522,Cinnamon Pecan Rugalach – V,250,24,16,15,4
1523,Cinnamon Raisin – V (slice),220,32,7,15,18
1524,Cinnamon Raisin – V (whole),2540,389,87,15,18
1525,"Cinnamon Raisin Bagel – LF, VG",330,72,2,15,17
1526,Cinnamon Roll – V,650,96,24,15,17
1527,Corned Beef Reuben (Combo),380,39,18,15,30
1528,Corned Beef Reuben (Whole),760,78,37,15,30
1529,Corner Club (Combo),365,36,15,15,30
1530,Corner Club (Whole),730,71,31,15,30
1531,Country Boule – VG (slice),80,16,0,15,18
1532,Country Boule – VG (whole),1040,213,3,15,18
1533,Country Bread Boule – Bowl Option  (bowl),0,0,0,15,14
1534,Country Bread Boule – Bowl Option  (cup),1040,213,3,15,14
1535,Country Large Oblong – VG (slice),170,33,1,15,18
1536,Country Large Oblong – VG (whole),4220,862,16,15,18
1537,Country Small Oblong – VG (slice),110,22,0,15,18
1538,Country Small Oblong – VG (whole),2600,532,8,15,18
1539,Cream Cheese Brownie – V,590,53,37,15,4
1540,Croissant – V,340,39,16,15,17
1541,D.C. Chicken Salad – G (Side),360,22,21,15,11
1542,D.C. Chicken Salad – G (Trio),240,15,14,15,11
1543,D.C. Chicken Salad on Steakhouse Rye Bread – (Combo),310,40,11,15,12
1544,D.C. Chicken Salad on Steakhouse Rye Bread – (Whole),620,79,21,15,12
1545,"Egg Salad – V, G (Side)",340,5,27,15,11
1546,"Egg Salad – V, G (Trio)",230,3,19,15,11
1547,"Everything Bagel – LF, VG",330,69,2,15,17
1548,"Farmer’s Scrambler – V, G (Egg Whites)",250,12,11,15,17
1549,"Farmer’s Scrambler – V, G (Whole Eggs)",410,13,27,15,17
1550,Focaccia Loaf – VG (slice),110,19,1,15,18
1551,Focaccia Loaf – VG (whole),1040,190,15,15,18
1552,"Focaccia Roll – LF, VG",110,19,1,15,3
1553,Frozen Mango Lemonade – VG,350,91,0,15,1
1554,Frozen Mango Lemonade – VG,700,182,0,15,1
1555,Frozen Mango Pomegranate Swirl – VG,320,83,0,15,1
1556,Frozen Mango Pomegranate Swirl – VG,640,166,0,15,1
1557,Frozen Pomegranate Lemonade – VG,290,75,0,15,1
1558,Frozen Pomegranate Lemonade – VG,580,150,0,15,1
1559,Fudge Brownie,590,86,28,15,4
1560,Garlic Bread (Pasta Entrées Only) – V,110,16,4,15,3
1561,Grapes – Small Bunch (Kids’ Menu) – G,40,11,0,15,3
1562,"Greek Vegetable Salad – V, G (Side)",90,9,4,15,11
1563,"Greek Vegetable Salad – V, G (Trio)",60,6,3,15,11
1564,Green Chile & Chicken (Combo),370,36,13,15,30
1565,Green Chile & Chicken (Whole),740,72,27,15,30
1566,Grilled Cheese Sandwich – V (Combo),290,21,17,15,15
1567,Grilled Cheese Sandwich – V (Whole),540,42,30,15,15
1568,Grilled Ham & Swiss (Combo),340,35,11,15,30
1569,Grilled Ham & Swiss (Whole),680,70,22,15,30
1570,Half Moon Cheese Ravioli – V,320,37,14,15,15
1571,Half Moon Cheese Ravioli – V (Combo),330,37,13,15,5
1572,Half Moon Cheese Ravioli – V (Entrée),640,73,26,15,5
1573,Ham & Swiss Panini (Egg Whites),410,410,410,15,23
1574,Ham & Swiss Panini (Whole Eggs),490,490,490,15,23
1575,Ham on Pretzel Bread – LF (Combo),340,43,10,15,12
1576,Ham on Pretzel Bread – LF (Whole),680,85,20,15,12
1577,Ham Sandwich – LF (Combo),165,21,4,15,15
1578,Ham Sandwich – LF (Whole),330,42,9,15,15
1579,Ham Sandwich on Harvest Bread – LF (Combo),205,30,3,15,15
1580,Ham Sandwich on Harvest Bread – LF (Whole),410,60,7,15,15
1581,Harvest – VG (slice),170,30,2,15,18
1582,Harvest – VG (whole),2080,401,15,15,18
1583,"Harvest Crisp – LF, VG",60,10,0,15,3
1584,Harvest Salad – V (Café & Combo),430,36,25,15,11
1585,Harvest Salad – V (Entrée),760,72,45,15,11
1586,Harvest Salad w/Roasted Chicken (Café & Combo),500,37,26,15,11
1587,Harvest Salad w/Roasted Chicken (Entrée),870,74,47,15,11
1588,"Harvest Toast – LF, VG",170,170,170,15,17
1589,Horizon Milk – Chocolate,150,22,2,15,15
1590,Horizon Milk – White,110,13,2,15,15
1591,Iced Coffee – Black,0,0,0,15,25
1592,Iced Coffee – Black,0,0,0,15,25
1593,Iced Coffee – Creamy,320,64,6,15,25
1594,Iced Coffee – Creamy,640,128,12,15,25
1595,Italian Wedding Soup,100,9,4,15,15
1596,Italian Wedding Soup w/ Parmesan Cheese  (bowl),280,26,13,15,14
1597,Italian Wedding Soup w/ Parmesan Cheese  (cup),190,18,8,15,14
1598,Kid’s Apple Juice,80,20,0,15,15
1599,Kid’s Berry Juice,90,21,0,15,15
1600,Kids’ Cheesy Scrambler w/Toast & Bacon,380,22,24,15,15
1601,Kids’ Cheesy Scrambler w/Toast & Fresh Fruit,380,39,17,15,15
1602,Kids’ Scrambler w/Toast & Bacon,320,22,19,15,15
1603,Kids’ Scrambler w/Toast & Fresh Fruit,320,39,12,15,15
1604,Latte – Nonfat,120,16,0,15,25
1605,Latte – Nonfat,160,22,0,15,25
1606,Latte – Nonfat,190,26,0,15,25
1607,Latte – Whole,190,15,10,15,25
1608,Latte – Whole,250,19,13,15,25
1609,Latte – Whole,300,23,16,15,25
1610,Lemon Bar – V,590,90,24,15,4
1611,Lemon Pound Cake – Slice,480,64,22,15,4
1612,Loaded Baked Potato,210,12,14,15,15
1613,Loaded Baked Potato w/Cheddar Cheese & Green Onion,410,23,28,15,14
1614,Loaded Baked Potato w/Cheddar Cheese & Green Onion,630,36,43,15,14
1615,Macaroni & Cheese – Kraft,350,48,11,15,15
1616,Maple Pecan Bar – V,730,80,44,15,4
1617,Mixed Greens Salad – V (Café & Combo),220,13,17,15,11
1618,Mixed Greens Salad – V (Entrée),420,26,33,15,11
1619,Mixed Greens Salad w/dressing (side & trio portion) – V,120,9,8,15,11
1620,Mixed Greens Salad w/dressing – V,120,9,8,15,11
1621,Mixed Greens w/dressing (garnish) – VG,30,1,2,15,11
1622,Mom’s Chicken Noodle – LF,70,9,2,15,15
1623,Mom’s Chicken Noodle – LF  (bowl),210,28,6,15,14
1624,Mom’s Chicken Noodle – LF  (cup),140,19,4,15,14
1625,Mom’s Corned Beef on Caraway Rye Bread (Combo),240,37,2,15,12
1626,Mom’s Corned Beef on Caraway Rye Bread (Whole),480,75,4,15,12
1627,Mom’s Egg Salad on White Bread (Combo),250,24,13,15,12
1628,Mom’s Egg Salad on White Bread (Whole),500,48,25,15,12
1629,Mom’s Roast Beef on Sourdough Bread (Combo),255,35,4,15,12
1630,Mom’s Roast Beef on Sourdough Bread (Whole),510,70,8,15,12
1631,Mom’s Roasted Chicken on Harvest Bread (Combo),250,32,4,15,12
1632,Mom’s Roasted Chicken on Harvest Bread (Whole),500,65,8,15,12
1633,Mom’s Smoked Ham on White Bread (Combo),205,23,6,15,12
1634,Mom’s Smoked Ham on White Bread (Whole),410,46,11,15,12
1635,Mom’s Tuna Salad on Harvest Bread (Combo),320,33,13,15,12
1636,Mom’s Tuna Salad on Harvest Bread (Whole),640,66,25,15,12
1637,1/2 lb. FlameThrower® GrillBurger,1000,40,74,16,7
1638,1/2 lb. GrillBurger with Cheese,800,44,51,16,7
1639,1/4 lb. Bacon Cheese GrillBurger™,630,44,37,16,7
1640,1/4 lb. GrillBurger with Cheese,540,44,30,16,7
1641,1/4 lb. Mushroom Swiss GrillBurger,570,39,35,16,7
1642,Applesauce,90,23,0,16,15
1643,"Arctic Rush Float, All Flavors – Large",550,108,9,16,1
1644,"Arctic Rush Float, All Flavors – Medium",420,82,7,16,1
1645,"Arctic Rush Float, All Flavors – Small",330,65,6,16,1
1646,"Arctic Rush Freeze, All Flavors – Large",610,107,15,16,1
1647,"Arctic Rush Freeze, All Flavors – Medium",470,80,12,16,1
1648,"Arctic Rush Freeze, All Flavors – Small",380,65,10,16,1
1649,"Arctic Rush, All Flavors – Large",350,70,0,16,1
1650,"Arctic Rush, All Flavors – Medium",260,53,0,16,1
1651,"Arctic Rush, All Flavors – Small",210,41,0,16,1
1652,Bacon Biscuit Sandwich,380,26,24,16,17
1653,Banana,110,29,0,16,15
1654,Banana Cream Pie Blizzard – Large,1090,168,38,16,4
1655,Banana Cream Pie Blizzard – Medium,770,117,28,16,4
1656,Banana Cream Pie Blizzard – Mini,370,57,13,16,4
1657,Banana Cream Pie Blizzard – Small,570,85,21,16,4
1658,Banana Slices,25,6,0,16,4
1659,Banana Split,520,94,14,16,4
1660,Banana Split Blizzard – Large,780,129,23,16,4
1661,Banana Split Blizzard – Medium,570,93,17,16,4
1662,Banana Split Blizzard – Mini,290,49,8,16,4
1663,Banana Split Blizzard – Small,440,71,14,16,4
1664,Barbecue Beef Sandwich,350,40,14,16,12
1665,Barbecue Pork Sandwich,310,41,9,16,12
1666,Biscuits & Gravy,730,64,47,16,17
1667,Breaded Mushrooms,250,36,9,16,3
1668,Brownie Pieces,130,17,6,16,4
1669,Buster Bar® Treat***,460,44,28,16,4
1670,Butterfinger Blizzard – Large,990,151,35,16,4
1671,Butterfinger Blizzard – Medium,740,114,26,16,4
1672,Butterfinger Blizzard – Small,470,71,16,16,4
1673,Butterfinger Pieces,110,18,4,16,4
1674,Butterfinger® Blizzard – Mini,340,52,12,16,4
1675,Butterscotch Dilly Bar,210,24,11,16,4
1676,Cappuccino MooLatté – Large,710,106,23,16,25
1677,Cappuccino MooLatté – Medium,570,84,19,16,25
